Unnamed: 0,percentage_positive,average_sentiment
2020-06-22,0.3235294117647059,0.1497058823529412
2020-06-23,0.2368421052631578,-1.3223684210526316
2020-06-24,0.4054054054054054,-0.235945945945946
2020-06-25,0.3783783783783784,-2.862972972972973
2020-06-26,0.4358974358974359,-0.2417948717948717
2020-06-27,0.4,2.5635000000000003
2020-06-28,0.1666666666666666,-2.2172222222222224
2020-06-29,0.3225806451612903,-0.1422580645161291
2020-06-30,0.28125,0.9303125
2020-07-01,0.2222222222222222,-1.1766666666666667
2020-07-02,0.45,1.3195
2020-07-03,0.3684210526315789,-2.283684210526316
2020-07-04,0.5333333333333333,-0.4533333333333332
2020-07-05,0.6,-0.2873333333333333
2020-07-06,0.4594594594594595,2.760810810810811
2020-07-07,0.2857142857142857,0.6982857142857141
2020-07-08,0.4736842105263157,-0.3244736842105261
2020-07-09,0.1951219512195122,-0.9065853658536586
2020-07-10,0.4545454545454545,1.5768181818181823
2020-07-11,0.3076923076923077,0.0280769230769232
2020-07-12,0.2631578947368421,-2.9963157894736843
2020-07-13,0.2352941176470588,-3.6964705882352944
2020-07-14,0.2285714285714285,-2.701714285714286
2020-07-15,0.2926829268292683,-1.8582926829268287
2020-07-16,0.3170731707317073,-0.6968292682926825
2020-07-17,0.3714285714285714,0.8105714285714286
2020-07-18,0.2,-2.838
2020-07-19,0.2777777777777778,-0.0727777777777777
2020-07-20,0.3225806451612903,1.4319354838709677
2020-07-21,0.2972972972972973,0.3383783783783783
2020-07-22,0.3783783783783784,-1.3216216216216214
2020-07-23,0.3157894736842105,-2.938947368421052
2020-07-24,0.325,0.1540000000000001
2020-07-25,0.1052631578947368,-1.7826315789473683
2020-07-26,0.3125,-3.8925
2020-07-27,0.4,2.377333333333333
2020-07-28,0.3125,-3.4778125000000006
2020-07-29,0.2777777777777778,-1.9494444444444443
2020-07-30,0.3404255319148936,0.0414893617021275
2020-07-31,0.3181818181818182,-0.6381818181818182
2020-08-01,0.3333333333333333,0.1490476190476188
2020-08-02,0.3157894736842105,1.446842105263158
2020-08-03,0.3243243243243243,-0.4894594594594594
2020-08-04,0.2826086956521739,-2.548695652173912
2020-08-05,0.4545454545454545,-1.106818181818182
2020-08-06,0.2727272727272727,-2.997045454545454
2020-08-07,0.4186046511627907,-0.2993023255813955
2020-08-08,0.3478260869565217,1.1
2020-08-09,0.2777777777777778,-5.131666666666667
2020-08-10,0.5454545454545454,2.408484848484849
2020-08-11,0.2727272727272727,0.6931818181818181
2020-08-12,0.3111111111111111,-1.4615555555555555
2020-08-13,0.3255813953488372,-0.7320930232558139
2020-08-14,0.2972972972972973,-3.5748648648648644
2020-08-15,0.3333333333333333,-5.428095238095237
2020-08-16,0.4444444444444444,-1.248888888888889
2020-08-17,0.1666666666666666,-1.5483333333333336
2020-08-18,0.3611111111111111,0.7086111111111111
2020-08-19,0.4594594594594595,-0.5056756756756755
2020-08-20,0.3571428571428571,-0.8426190476190479
2020-08-21,0.3863636363636363,-0.9588636363636356
2020-08-22,0.4583333333333333,-0.68
2020-08-23,0.5,3.099545454545455
2020-08-24,0.3076923076923077,-1.5356410256410256
2020-08-25,0.4,-1.0977142857142856
2020-08-26,0.4042553191489361,0.6874468085106383
2020-08-27,0.3529411764705882,-2.294509803921569
2020-08-28,0.2666666666666666,-3.800222222222222
2020-08-29,0.32,-1.5475999999999994
2020-08-30,0.4583333333333333,-0.8745833333333334
2020-08-31,0.3559322033898305,-4.9069491525423725
2020-09-01,0.3492063492063492,-2.294126984126984
2020-09-02,0.4090909090909091,-0.1415151515151515
2020-09-03,0.3764705882352941,-4.360941176470588
2020-09-04,0.3950617283950617,0.0775308641975307
2020-09-05,0.4642857142857143,-2.2964285714285704
2020-09-06,0.5,0.9345454545454543
2020-09-07,0.3333333333333333,-3.197619047619048
2020-09-08,0.2631578947368421,-1.9294736842105265
2020-09-09,0.32,-0.4006000000000002
2020-09-10,0.2222222222222222,-3.087777777777778
2020-09-11,0.2307692307692307,-7.784871794871795
2020-09-12,0.3043478260869565,-0.9960869565217392
2020-09-13,0.2,-0.254
2020-09-14,0.2682926829268293,-3.430487804878048
2020-09-15,0.2954545454545454,-0.7345454545454545
2020-09-16,0.3409090909090909,-2.8981818181818184
2020-09-17,0.3076923076923077,-3.7433333333333336
2020-09-18,0.3571428571428571,0.950714285714286
2020-09-19,0.3181818181818182,-0.9445454545454542
2020-09-20,0.3684210526315789,-0.6578947368421054
2020-09-21,0.1956521739130435,-5.046739130434782
2020-09-22,0.4,2.1397142857142857
2020-09-23,0.196078431372549,-4.39470588235294
2020-09-24,0.2777777777777778,-2.824444444444444
2020-09-25,0.3333333333333333,-0.3050000000000001
2020-09-26,0.25,-1.6437499999999998
2020-09-27,0.25,-1.24
2020-09-28,0.44,5.99
2020-09-29,0.2413793103448276,-5.740344827586206
2020-09-30,0.3103448275862069,-0.176206896551724
2020-10-01,0.3076923076923077,0.2226923076923076
2020-10-02,0.3181818181818182,-4.529318181818182
2020-10-03,0.2352941176470588,-4.0470588235294125
2020-10-04,0.2857142857142857,-1.9550000000000003
2020-10-05,0.3076923076923077,-2.302307692307692
2020-10-06,0.325,-2.29275
2020-10-07,0.3235294117647059,-0.3264705882352941
2020-10-08,0.3142857142857143,-5.850571428571428
2020-10-09,0.3870967741935484,-0.8909677419354839
2020-10-10,0.5,1.8625
2020-10-11,0.2222222222222222,-2.627222222222222
2020-10-12,0.3225806451612903,-0.507741935483871
2020-10-13,0.4193548387096774,-0.4099999999999999
2020-10-14,0.4,-0.9785714285714284
2020-10-15,0.3947368421052631,-0.4610526315789471
2020-10-16,0.303030303030303,-3.1830303030303027
