Unnamed: 0,percentage_positive,average_sentiment
2020-10-17,0.3888888888888889,-4.555555555555555
2020-10-18,0.3846153846153846,-1.8846153846153848
2020-10-19,0.0833333333333333,-4.239166666666667
2020-10-20,0.4545454545454545,0.5245454545454545
2020-10-21,0.4333333333333333,0.0133333333333331
2020-10-22,0.4838709677419355,1.950967741935484
2020-10-23,0.4444444444444444,-0.1929629629629629
2020-10-24,0.2307692307692307,0.163076923076923
2020-10-25,0.5384615384615384,1.3376923076923075
2020-10-26,0.4615384615384615,-0.888076923076923
2020-10-27,0.2962962962962963,-4.684444444444444
2020-10-28,0.4411764705882353,0.3705882352941178
2020-10-29,0.5,-6.070312500000001
2020-10-30,0.375,-1.74
2020-10-31,0.4,-7.225333333333334
2020-11-01,0.25,-1.6416666666666666
2020-11-02,0.1428571428571428,-2.8328571428571427
2020-11-03,0.5,2.516666666666667
2020-11-04,0.24,-0.7347999999999998
2020-11-05,1.0,2.35
2020-11-06,0.4444444444444444,0.8466666666666665
2020-11-07,0.3125,-7.980625000000001
2020-11-08,0.4285714285714285,0.3492857142857143
2020-11-09,0.3265306122448979,-0.8544897959183675
2020-11-10,0.4444444444444444,-1.0330555555555556
2020-11-11,0.2592592592592592,-0.9485185185185184
2020-11-12,0.3846153846153846,0.8558974358974359
2020-11-13,0.2727272727272727,-1.0147727272727272
2020-11-14,0.3181818181818182,0.3677272727272727
2020-11-15,0.2777777777777778,-2.9711111111111106
2020-11-16,0.4871794871794871,-0.7033333333333335
2020-11-17,0.2692307692307692,-2.338269230769231
2020-11-18,0.2115384615384615,-2.1475000000000004
2020-11-19,0.3863636363636363,-1.720227272727273
2020-11-20,0.375,-0.5497916666666668
2020-11-21,0.3043478260869565,-1.0043478260869565
2020-11-22,0.238095238095238,-0.5947619047619048
2020-11-23,0.4262295081967213,-0.1216393442622948
2020-11-24,0.3488372093023256,-1.020116279069767
2020-11-25,0.2983870967741935,-1.0895161290322588
2020-11-26,0.2531645569620253,-4.909493670886076
2020-11-27,0.3289473684210526,-2.966447368421053
2020-11-28,0.3166666666666666,-1.957833333333333
2020-11-29,0.4444444444444444,0.3155555555555557
2020-11-30,0.3873873873873873,-0.2445945945945946
2020-12-01,0.32,-1.8685000000000005
2020-12-02,0.2682926829268293,-3.54780487804878
2020-12-03,0.4,-0.7242500000000001
2020-12-04,0.28,-1.739
2020-12-05,0.3939393939393939,-0.8890909090909089
2020-12-06,0.4615384615384615,1.9719230769230771
2020-12-07,0.375,0.4499999999999999
2020-12-08,0.3194444444444444,-0.7138888888888887
2020-12-09,0.2318840579710145,-1.2511594202898553
2020-12-10,0.2372881355932203,-1.8654237288135591
2020-12-11,0.4038461538461538,0.0530769230769231
2020-12-12,0.2857142857142857,-3.0567857142857138
2020-12-13,0.1363636363636363,-1.1668181818181818
2020-12-14,0.2765957446808511,-0.827872340425532
2020-12-15,0.2909090909090909,-1.1892727272727273
2020-12-16,0.3770491803278688,-1.8154098360655735
2020-12-17,0.3230769230769231,-0.7267692307692308
2020-12-18,0.3623188405797101,-0.0978260869565217
2020-12-19,0.34375,0.3803124999999999
2020-12-20,0.2258064516129032,-2.850967741935483
2020-12-21,0.2153846153846154,-1.731846153846154
2020-12-22,0.2916666666666667,-3.128611111111112
2020-12-23,0.4307692307692308,1.871076923076923
2020-12-24,0.4090909090909091,-0.3224999999999998
2020-12-25,0.5806451612903226,1.57258064516129
2020-12-26,0.5,3.2567857142857144
2020-12-27,0.3448275862068966,-3.009310344827586
2020-12-28,0.3404255319148936,-1.0248936170212768
2020-12-29,0.25,-2.1311538461538464
2020-12-30,0.2083333333333333,-1.9485416666666664
2020-12-31,0.2448979591836734,-1.326938775510204
2021-01-01,0.2666666666666666,-1.8266666666666669
2021-01-02,0.4516129032258064,1.480967741935484
2021-01-03,0.4516129032258064,2.428064516129032
2021-01-04,0.392156862745098,-1.1668627450980391
2021-01-05,0.3541666666666667,0.1889583333333332
2021-01-06,0.2622950819672131,-0.0819672131147541
2021-01-07,0.4428571428571428,0.7064285714285715
2021-01-08,0.3205128205128205,-0.9687179487179493
2021-01-09,0.3333333333333333,-1.0055555555555562
2021-01-10,0.2058823529411764,-4.476764705882353
2021-01-11,0.4,1.119384615384616
2021-01-12,0.4838709677419355,0.6691935483870968
2021-01-13,0.3057851239669421,-0.871404958677686
2021-01-14,0.3333333333333333,0.2647435897435897
2021-01-15,0.2944444444444444,-0.1541666666666666
2021-01-16,0.4696969696969697,0.2165151515151513
2021-01-17,0.34,1.4219999999999997
2021-01-18,0.3243243243243243,0.4643243243243243
2021-01-19,0.286624203821656,-1.068089171974523
2021-01-20,0.3133333333333333,-1.246266666666667
2021-01-21,0.2658227848101265,-1.4725949367088609
2021-01-22,0.3364779874213836,-1.1578301886792457
2021-01-23,0.3184357541899441,-0.1351396648044693
2021-01-24,0.3259259259259259,-0.2211111111111111
2021-01-25,0.3043478260869565,-1.4914025245441769
2021-01-26,0.3199052132701421,-0.7781990521327018
2021-01-27,0.3420810313075506,-0.51737108655617
2021-01-28,0.2829499817451624,-1.1837032980406474
2021-01-29,0.2760671798460462,-0.4772218334499666
2021-01-30,0.2860207365033965,-0.444247407937075
2021-01-31,0.2820288587669436,-0.3767118495846087
2021-02-01,0.2836879432624113,-1.0083556606251656
2021-02-02,0.2804366078925273,-1.5709683739154785
2021-02-03,0.2884721456150028,-0.8945504688361836
2021-02-04,0.2952448545067423,-0.581000709723208
2021-02-07,0.1428571428571428,-2.4714285714285715
2021-02-08,0.252906976744186,-0.7913372093023259
2021-02-09,0.2725060827250608,-0.8298540145985404
2021-02-10,0.2636363636363636,-0.2678727272727272
2021-02-11,0.2613803230543318,-0.2777533039647576
2021-02-12,0.2897196261682243,0.1480140186915888
2021-02-13,0.2704081632653061,-1.06561224489796
2021-02-14,0.277027027027027,-0.1750675675675675
2021-02-15,0.310126582278481,0.059746835443038
2021-02-16,0.2990654205607476,1.2805607476635512
2021-02-17,0.3495145631067961,0.4273786407766991
2021-02-18,0.3415384615384615,-0.3002769230769229
2021-02-19,0.4136546184738955,1.262530120481928
2021-02-20,0.3356164383561644,-0.1022602739726026
2021-02-21,0.3879310344827586,0.7010344827586205
2021-02-22,0.2959183673469387,-0.3564795918367347
2021-02-23,0.2870813397129186,-0.1180861244019139
2021-02-24,0.2989417989417989,-0.0026190476190477
2021-02-25,0.3411154345006485,-0.8042671854734108
2021-02-26,0.2675736961451247,-1.1065532879818607
2021-02-27,0.3005464480874317,-0.5814207650273224
2021-02-28,0.282051282051282,0.3817948717948717
2021-03-02,0.3451776649746192,-0.651522842639594
2021-03-03,0.3185595567867036,-0.5314404432132964
2021-03-04,0.2781456953642384,-0.4825496688741725
2021-03-05,0.3846153846153846,0.0516923076923077
2021-03-07,0.3,2.607
2021-03-08,0.3146067415730337,-1.4356741573033711
2021-03-09,0.3695014662756598,0.216950146627566
2021-03-10,0.340567612687813,-1.120467445742905
2021-03-11,0.3773006134969325,0.1079447852760741
2021-03-12,0.3716475095785441,-1.461340996168583
2021-03-13,0.4117647058823529,-0.4613970588235289
2021-03-14,0.3897435897435897,0.8026666666666665
2021-03-15,0.3173076923076923,-0.9161538461538464
2021-03-16,0.3829787234042553,-0.4418297872340426
2021-03-17,0.2950819672131147,-0.3561475409836067
2021-03-27,0.2941176470588235,1.1929411764705884
2021-03-28,0.4032258064516129,-2.061935483870968
2021-03-29,0.392156862745098,-0.8148039215686276
2021-03-30,0.4245283018867924,0.6441509433962267
2021-03-31,0.4205607476635514,-0.0508411214953271
2021-04-01,0.3359375,-0.4922656249999999
2021-04-02,0.4057971014492754,0.5956521739130434
2021-04-03,0.2448979591836734,-0.4008163265306128
2021-04-04,0.4772727272727273,0.636590909090909
2021-04-05,0.4050632911392405,-0.3383544303797468
2021-04-06,0.2692307692307692,-1.9671794871794868
2021-04-07,0.3764705882352941,-0.5445882352941177
2021-04-08,0.3645833333333333,0.4065625000000006
2021-04-09,0.4367816091954023,-0.6429885057471264
2021-04-14,0.2790697674418604,0.2930232558139533
2021-04-15,0.3823529411764705,-0.120882352941176
2021-04-16,0.3481481481481481,-0.2840740740740738
2021-04-17,0.453125,2.050625
2021-04-18,0.3584905660377358,1.036981132075472
2021-04-19,0.3295454545454545,-0.3171590909090908
2021-04-20,0.4044943820224719,2.175280898876405
2021-04-21,0.3095238095238095,-0.918214285714286
2021-04-22,0.2261904761904762,-2.0340476190476187
2021-04-23,0.4177215189873418,-0.0348101265822783
2021-04-24,0.2765957446808511,-0.2493617021276596
2021-04-25,0.3555555555555555,-2.2431111111111117
2021-04-26,0.3428571428571428,-0.6416190476190476
2021-04-27,0.3416666666666667,-0.7214999999999999
2021-04-28,0.3229166666666667,0.2169791666666665
2021-04-29,0.2268041237113402,-1.6401030927835054
2021-04-30,0.2790697674418604,-3.595813953488373
2021-05-01,0.3181818181818182,-0.4468181818181818
2021-05-02,0.275,0.7747499999999998
2021-05-03,0.3375,-0.4130000000000001
2021-05-04,0.3246753246753247,0.2544155844155842
2021-05-05,0.34,-0.5843999999999997
2021-05-06,0.3410852713178294,0.4884496124031006
2021-05-07,0.3571428571428571,-1.6410714285714283
2021-05-08,0.3962264150943396,2.72754716981132
2021-05-09,0.2653061224489796,-2.1163265306122456
2021-05-10,0.3289473684210526,0.2209210526315789
2021-05-11,0.2790697674418604,-0.3986046511627908
2021-05-12,0.419753086419753,0.1544444444444442
2021-05-13,0.3,0.1251111111111112
2021-05-14,0.3333333333333333,-1.5668000000000002
2021-05-15,0.3243243243243243,-0.8216216216216216
2021-05-16,0.2941176470588235,0.0441176470588238
2021-05-17,0.328125,0.6653125000000001
2021-05-18,0.3623188405797101,-1.2368115942028983
2021-05-19,0.2686567164179104,-2.3308955223880603
2021-05-20,0.2903225806451613,-0.4216129032258062
2021-05-21,0.375,-0.3001785714285716
2021-05-22,0.3823529411764705,-1.5291176470588232
2021-05-23,0.2758620689655172,-2.122068965517241
2021-05-24,0.2127659574468085,-1.985106382978723
2021-05-25,0.4,1.6241818181818182
2021-05-26,0.3267326732673267,0.8375247524752477
2021-05-27,0.3670886075949367,-0.2034810126582277
2021-05-28,0.293103448275862,-0.5746551724137928
2021-05-29,0.3770491803278688,0.269672131147541
2021-05-30,0.3333333333333333,-1.1187499999999997
2021-05-31,0.2765957446808511,-1.4740425531914896
2021-06-01,0.3854166666666667,0.4569791666666667
2021-06-02,0.3102310231023102,-0.3777557755775579
2021-06-03,0.28125,-0.9237239583333334
2021-06-04,0.3303167420814479,-1.2678733031674203
2021-06-05,0.4081632653061224,0.651530612244898
2021-06-06,0.3717948717948718,0.3192307692307693
2021-06-07,0.3081395348837209,-1.438604651162791
2021-06-08,0.3898809523809524,-0.2080357142857145
2021-06-09,0.3363028953229399,0.3122939866369711
2021-06-10,0.3184713375796178,-0.9803184713375795
2021-06-11,0.296137339055794,-0.8403433476394853
2021-06-12,0.3402061855670103,0.4657731958762887
2021-06-13,0.2839506172839506,-1.2950617283950618
2021-06-14,0.3313953488372093,1.1518023255813947
2021-06-15,0.2994652406417112,-0.68903743315508
2021-06-16,0.263803680981595,-1.2111042944785275
2021-06-17,0.2658227848101265,0.219873417721519
2021-06-18,0.3157894736842105,-0.3570676691729323
2021-06-19,0.2545454545454545,-2.048363636363636
