,GME,AMC,BB,NOK,TSLA,SNDL,NIO,NAKD,AMD,AAPL,TLRY,WKHS,MVIS,CLNE,AAL,APHA,CTRM,BBBY,PRPL,MSFT
06-22-20,4.789999961853027,5.480000019073486,5.130000114440918,4.309999942779541,199.99000549316406,0.8700000047683716,7.860000133514404,0.8009999990463257,54.66999816894531,87.83499908447266,8.229999542236328,5.09499979019165,1.659999966621399,2.130000114440918,14.899999618530273,5.249969959259033,0.6990000009536743,10.010000228881836,18.299999237060547,195.7899932861328
06-23-20,4.949999809265137,5.369999885559082,5.179999828338623,4.389999866485596,199.7760009765625,0.8600000143051147,7.550000190734863,0.7799999713897705,55.04999923706055,91.0,8.3100004196167,6.699999809265137,1.6399999856948853,2.1600000858306885,13.760000228881836,5.309628009796143,0.5839999914169312,10.1899995803833,18.8700008392334,202.08999633789062
06-24-20,4.829999923706055,4.989999771118164,5.079999923706055,4.309999942779541,198.82200622558594,0.8999999761581421,6.929999828338623,0.7390000224113464,53.939998626708984,91.25,8.489999771118164,7.210000038146973,1.3799999952316284,2.140000104904175,13.59000015258789,5.285765171051025,0.38499999046325684,9.989999771118164,17.790000915527344,201.60000610351562
06-25-20,4.329999923706055,4.570000171661377,4.630000114440918,4.179999828338623,190.85400390625,0.8379999995231628,6.659999847412109,0.7300000190734863,52.560001373291016,90.17500305175781,8.050000190734863,9.399999618530273,1.3899999856948853,2.059999942779541,12.529999732971191,5.047130107879639,0.4560000002384186,9.229999542236328,18.09000015258789,197.8000030517578
06-26-20,4.480000019073486,4.260000228881836,4.860000133514404,4.420000076293945,198.95599365234375,0.8529999852180481,7.03000020980835,0.7129999995231628,51.849998474121094,91.10250091552734,8.3100004196167,9.100000381469727,1.4700000286102295,2.140000104904175,13.199999809265137,4.987471103668213,0.46000000834465027,10.069999694824219,18.170000076293945,199.72999572753906
06-29-20,4.349999904632568,3.9100000858306885,4.760000228881836,4.360000133514404,193.802001953125,0.8199999928474426,6.980000019073486,0.7185999751091003,50.150001525878906,88.3125,7.960000038146973,12.199999809265137,1.350000023841858,2.0899999141693115,12.569999694824219,4.844289779663086,0.41499999165534973,10.109999656677246,17.450000762939453,195.77999877929688
06-30-20,4.329999923706055,4.340000152587891,4.78000020980835,4.300000190734863,201.3000030517578,0.8299999833106995,7.210000038146973,0.6669999957084656,51.15999984741211,90.0199966430664,7.739999771118164,17.020000457763672,1.340000033378601,2.190000057220459,13.100000381469727,5.1067891120910645,0.4699999988079071,10.699999809265137,18.059999465942383,197.8800048828125
07-01-20,4.309999942779541,4.260000228881836,4.849999904632568,4.360000133514404,216.60000610351562,0.800000011920929,7.789999961853027,0.6349999904632568,52.630001068115234,91.27999877929688,7.179999828338623,15.979999542236328,1.3799999952316284,2.25,13.479999542236328,5.175037860870361,0.38999998569488525,10.630000114440918,17.959999084472656,203.13999938964844
07-02-20,4.489999771118164,4.690000057220459,4.789999961853027,4.429999828338623,244.29600524902344,0.8299999833106995,9.050000190734863,0.6920999884605408,53.029998779296875,91.9625015258789,7.150000095367432,20.3700008392334,1.5,2.2200000286102295,13.350000381469727,5.238038063049316,0.3619999885559082,10.859999656677246,18.420000076293945,205.67999267578125
07-06-20,4.309999942779541,4.619999885559082,4.929999828338623,4.630000114440918,255.33799743652344,0.8090000152587891,11.050000190734863,0.6399999856948853,52.900001525878906,92.5,7.039999961853027,21.18000030517578,1.5299999713897705,2.2100000381469727,12.800000190734863,5.166447162628174,0.3400000035762787,11.199999809265137,18.459999084472656,208.8300018310547
07-07-20,4.199999809265137,4.179999828338623,4.989999771118164,4.570000171661377,281.00201416015625,0.800000011920929,11.260000228881836,0.6230000257492065,53.279998779296875,93.85250091552734,7.829999923706055,15.770000457763672,1.5199999809265137,2.2899999618530273,12.510000228881836,5.2261061668396,0.33000001311302185,10.539999961853027,18.610000610351562,210.4499969482422
07-08-20,4.099999904632568,4.489999771118164,4.800000190734863,4.159999847412109,281.0,0.7900000214576721,14.100000381469727,0.641700029373169,53.0099983215332,94.18000030517578,7.730000019073486,16.299999237060547,1.4800000190734863,2.2899999618530273,11.600000381469727,5.202242851257324,0.3199999928474426,10.239999771118164,18.450000762939453,210.07000732421875
07-09-20,4.269999980926514,4.480000019073486,4.849999904632568,4.139999866485596,279.39801025390625,0.8289999961853027,13.5,0.6273999810218811,53.52000045776367,96.26249694824219,7.630000114440918,17.0,1.5099999904632568,2.9800000190734863,11.9399995803833,5.166447162628174,0.32100000977516174,9.300000190734863,19.1200008392334,216.3300018310547
07-10-20,4.199999809265137,4.389999866485596,4.769999980926514,4.110000133514404,279.20001220703125,0.7990000247955322,15.609999656677246,0.5820000171661377,57.540000915527344,95.33499908447266,7.630000114440918,15.300000190734863,1.4700000286102295,3.009999990463257,11.0,4.987471103668213,0.3400000035762787,8.029999732971191,18.559999465942383,213.6199951171875
07-13-20,4.349999904632568,4.760000228881836,4.75,4.239999771118164,331.79998779296875,0.8100000023841858,15.260000228881836,0.574999988079071,56.68000030517578,97.26499938964844,7.960000038146973,17.395000457763672,1.5299999713897705,2.680000066757202,12.130000114440918,5.345424175262451,0.2800000011920929,8.170000076293945,19.969999313354492,214.47999572753906
07-14-20,4.21999979019165,4.25,4.550000190734863,4.239999771118164,311.20001220703125,0.8429999947547913,13.25,0.5699999928474426,53.29999923706055,94.83999633789062,7.449999809265137,16.399999618530273,1.600000023841858,2.359999895095825,11.319999694824219,5.679512977600098,0.2639999985694885,7.619999885559082,18.0,206.1300048828125
