,GME,AMC,BB,NOK,TSLA,SNDL,NIO,NAKD,AMD,AAPL,TLRY,WKHS,MVIS,CLNE,AAL,APHA,CTRM,BBBY,PRPL,MSFT
02-08-21,25687300,128171500,37068900,79270400,20161700,510421900,64030100,109798800,47639900,71297200,37459500,12704500,29250300,31729500,44177500,22113992,517370700,4192300,1003400,22211900
02-09-21,26843100,102588100,23252500,83593900,15157700,1120966900,97246500,129451100,37596400,76774200,133491300,10948400,16121900,12839300,29972900,48014651,291343800,4457200,868400,23565000
02-10-21,36455000,152810800,27277900,79240200,36216100,2580488900,90366700,459902700,42441300,73046600,199442400,10258200,17372700,14621800,28503000,99872399,271173300,6891700,559500,22186700
02-11-21,13056700,55920400,22895500,63166100,21622800,2940296600,55732800,477125500,35571000,64280000,216130200,7156300,43565400,6528100,38746400,88849088,605006600,7814100,729400,15751100
02-12-21,14573300,46773000,18222500,50557400,23768300,1167158000,40233100,163016900,38538400,60145100,121408400,5749200,14541700,6271000,27522500,64184366,200341500,3222700,681200,16561100
02-16-21,8175000,61165700,25480200,42745500,19802300,652518000,55084100,84122400,35105900,80576300,79099400,10051100,26160100,8254200,33615500,50141514,220814300,3648700,586500,26728500
02-17-21,9186800,38849000,26222900,50251800,25996500,486179700,64196800,153171600,32245500,97918500,40167500,10792700,16020300,5943100,35475700,32685710,154441800,4030200,681000,21653500
02-18-21,23990600,130540800,19052600,43669200,17957100,437568000,62505700,80340300,35624900,96856700,55362900,7328000,11044300,9336000,26328200,31077427,166567500,2326400,553700,16925600
02-19-21,14828200,40249100,20132700,28413700,18958300,873234700,43020700,84774100,29548300,87668800,28026800,9613400,12016200,8283700,48663800,18270750,90277600,2477400,858100,25262600
02-22-21,19476000,173409000,21227500,56342100,37269700,255266400,68831300,79017300,36930200,103916400,28022500,6017000,10060800,6804000,99937700,13404953,85290900,3882000,1107100,36446900
02-23-21,7565200,264876400,27150600,68365800,66606900,397249400,142544300,94549200,49720900,158273000,27397600,78058300,15169300,9653900,78817600,21710343,181461300,4629600,1337900,30228700
02-24-21,83111700,376881800,40660700,77998700,36767000,433296300,82488600,198674800,40821200,111039900,25906800,100347200,9284500,5506300,74610200,17291898,127997800,6664100,407500,26339700
02-25-21,150308800,445717400,46082800,121260400,39023900,391487400,95513800,158594800,54625100,148199500,29849700,81619800,8026000,5543400,65571000,17677903,95545000,5937800,1125900,39542200
02-26-21,92194200,137028000,22542400,69186700,41089200,255416500,100315500,85123700,48962900,164560400,19372900,39159600,9346800,7469900,42397300,11745378,78352700,3783200,657200,37819200
03-01-21,49794000,143586500,24897300,40902400,27136200,237436900,94238500,88905200,32746200,116307900,14907300,53407000,8547000,4737100,45406100,11698002,53002300,3781300,1142000,25324000
03-02-21,33783000,78135400,12395300,29041800,23732200,320770700,161334000,50961300,34828200,102260900,35070500,27018700,12423400,3868900,27558200,21558990,73201200,3159300,934000,22812500
03-03-21,19273900,55651900,14866300,41330300,30208000,179008400,107863400,62867600,43541000,112966300,16434600,18962800,7110500,4754300,49301300,13077860,85047400,9775000,1275800,34029500
03-04-21,32606900,77822600,26124100,77661700,65919500,278175800,205872700,61926000,60549400,178155000,25796600,25515800,14414300,10322900,61124200,18648857,145682100,5213200,9408600,44727800
03-05-21,30733700,59734100,23723400,60969100,89396500,320340100,270803200,63587500,58548900,153766600,27012400,21955900,18999700,10242200,63183900,25541087,128913100,3689900,9225400,41872800
03-08-21,63565600,114343800,16479500,44731700,51787000,204485600,143074800,102231400,54563900,154376600,18997900,47803900,8994900,6040100,39776900,11839216,102568000,5249000,2510800,35267400
03-09-21,39099300,150415600,21437800,28745800,67523300,313800800,176602600,110233300,45088300,129525800,17739900,29758700,11833900,8241400,39820400,16635554,94462300,6416900,1541000,33080500
03-10-21,71570600,261918600,23939100,48054800,60605700,291241700,190801800,150802400,45416600,111943300,27575000,19764800,10208200,9913100,44224900,16519294,91112800,5372600,876400,29746800
03-11-21,28312500,83933600,12306200,47804000,36253900,253105600,134788000,75324400,43583700,103026500,38273200,23308200,9720000,7835700,39002400,20112060,70948700,2648700,915500,29907600
03-12-21,25845900,111146700,25863200,42936700,33583800,244932400,113460100,71145800,32938000,88105100,40665300,20011800,20684400,6169100,55260300,17946632,69855500,2877600,714300,22653700
03-15-21,24100400,277713300,25353500,59527500,29335600,512280100,74013600,74501300,39086800,92403800,43471200,14264300,9632200,6613400,93746800,21907253,58924300,4583000,917000,26034900
03-16-21,35422900,125967600,19812400,37064700,32195700,472620800,84361400,91840500,42971600,115227900,42308100,12728900,8027200,7300800,47923600,16507531,73991400,3225100,1125100,28092200
03-17-21,16481600,78053600,9710500,24682500,40372500,270311400,96150000,48474100,43320600,111932600,20641800,9499900,6942800,5352900,38540100,9394823,55268900,1890900,1366200,29562100
03-18-21,11764900,121418000,11400300,83759200,33224800,419344400,71159900,41578900,51036500,121229700,24905900,15296200,6092900,6065100,53228500,10234137,42289800,3173500,1174500,34833000
03-19-21,24677300,153206000,10519100,47529100,42894000,208750600,97657200,31259600,42283400,185549500,16057100,10436000,7904700,15851000,49461200,9327183,31952400,5879800,3828600,46430700
03-22-21,10061500,88760100,7903600,31188900,39512200,327584400,72838500,83059700,39648600,111912300,16986000,7604000,11621000,6948200,42676000,9513723,42717100,2874400,957500,30127000
03-23-21,14429100,87923200,12245500,33771300,30491900,265495800,58542300,45421200,40466600,95467100,24576800,12272800,10830100,7444900,55290700,12966165,43411500,2841400,1121400,31638400
03-24-21,24177900,81850700,12636100,35003500,33795200,217869900,130695000,120037400,43753600,88530500,25929400,12115900,12629700,5065700,44703900,11399086,72054600,3717500,876500,25620100
03-25-21,50962300,131192800,14363900,37997300,39224900,267126900,118082000,86296900,44735100,98844700,17471100,11762900,11953200,5374900,49746900,10132966,78648500,5229800,789300,34061900
03-26-21,37430700,84633100,13197200,34522200,33852800,213655900,163039700,145990100,49148700,94071200,14216600,13502200,6983900,3897300,36972400,9571545,36584600,1688100,584400,25479900
03-29-21,10042200,37330700,13538000,26233600,28637000,140076900,83188200,61992100,37144300,80819200,12267700,9756800,7266700,4018800,30700100,6943692,27343800,2071800,948500,25227500
03-30-21,17094900,39020500,17569600,29751400,39432400,115712600,106153500,42311800,39169300,85671900,11488000,8341900,8775900,2820200,39747900,6220411,36935400,1719800,796000,24792000
03-31-21,8393800,29832300,32865200,18639300,33337300,198918700,98298400,38753800,43659500,118323800,20987000,11405700,56686200,3256300,29800300,13085101,32153200,1954000,541600,43623500
04-01-21,9334300,77473900,14709900,24315900,35298400,116522000,116305500,33524900,40182400,75089100,12691800,10386800,26087100,3945200,25956200,9079894,51326500,2295800,618300,30338000
04-05-21,14070500,96082300,18460000,21294300,41842800,124890900,71418400,34680300,32610600,88651200,11486200,9816700,9009300,4164200,33657000,7594292,314545200,2121200,766500,36910600
04-06-21,6218300,44067000,9807300,24788100,28271800,160938400,67969400,47712500,29327900,80171300,16494100,8335300,7434800,2845600,31099400,10196866,131553800,3400400,543000,22931900
04-07-21,4768300,28804300,16106100,30073100,26309400,141973900,80022800,48185300,35590900,83466700,18597900,8386800,9514400,2380300,27792500,10178628,208597700,2156100,349300,22719800
04-08-21,10047400,33408700,11406800,20646800,23924300,180824900,63692000,64365700,41925300,88844600,13503500,8149700,6438700,4010500,28606600,7342578,252743500,5488100,501400,23625200
04-09-21,9462400,29254600,6685200,45389600,21437100,139399300,69272700,260538100,32759900,106686700,14099600,7270000,6310700,3817900,21307700,8756105,166979500,2786600,418800,24326800
04-12-21,16683600,51269800,6501800,20166000,29135700,157244700,53428100,66408500,62098800,91420000,27251700,8069900,8498100,6505400,27165700,22534293,123269600,3062100,464400,27148700
04-13-21,6806900,44049100,6896000,23394700,44652800,169554400,62005700,54646500,37767300,91266500,23514900,8576400,7040900,3423300,44741600,16911058,125356300,7244700,573100,23837500
04-14-21,21138100,51166300,7711600,28670000,49017400,127298100,78454000,52809700,34263800,87222800,15412000,7287400,16554700,4096100,33969600,11559923,100954500,23381500,341600,23070900
04-15-21,7856800,45198900,8438200,26112500,27848900,178827800,100437400,63119300,68942800,89347100,20269600,13326300,18721500,3637200,34424100,16847788,217184500,6645700,481000,25627500
04-16-21,5214700,40696700,7577500,22913700,27979500,212907300,84477400,70922500,47280600,84922400,12323100,34278600,7619500,3107800,25958000,8414782,123128300,5435600,638100,24878600
04-19-21,10520200,32814300,6377700,32936800,39686200,295327200,92190700,119654800,39115500,94264200,15933400,14945600,6171300,69667100,27424900,9197371,136676900,5029800,750800,23209300
04-20-21,4658600,27008900,12637600,31939900,35609000,343275000,71208600,39021800,34977800,94812300,22046000,9874300,16808800,21356400,48820800,13424346,93740200,6951200,838200,19722900
04-21-21,3812800,23598200,9263300,24943500,31215500,199513700,77449200,70923200,35069000,68847100,13434600,11102100,23527900,9537600,49376400,6478594,85607900,4656200,554700,24030400
04-22-21,4345800,49923500,8636300,30173600,35590300,212952200,115802700,69346300,38846100,84566500,12333200,11281000,38728900,7432800,72635100,6992009,114300700,2320800,475700,25606200
04-23-21,4029100,27465600,5426100,24054100,28370000,176625700,70342400,114850100,49194000,78657500,10367500,8075700,117641000,4747700,47995300,5894621,87413900,2007800,446500,21462600
04-26-21,10532100,78592900,8168100,33928800,31038500,244905700,88233500,221704100,57594500,66905100,9902900,8810400,213591300,5062900,44349200,5247582,149487400,2805800,337900,19763300
04-27-21,8932700,51629800,21110700,29219000,29437000,254441300,69998800,185682400,61909900,66015800,13843300,6538400,158525900,4739900,26767100,5864038,151045100,3163100,607000,31014200
04-28-21,5788900,39720500,12299900,30467300,22271000,307576600,57639600,67004400,108920300,107760100,29235500,4464700,179275800,3836600,22572100,10284983,75833600,1390200,388200,46903100
04-29-21,3760300,37782900,6870000,165782300,28845400,230842500,82660700,141239200,51294500,151101000,25153200,6589800,74629000,3829000,34430900,10708268,77143700,2192800,439600,40589000
04-30-21,4433600,27741000,6135800,67006400,40758700,154793600,116728700,417879400,46601900,109839500,19253000,13479200,74012300,3458700,31608800,13673356,80177400,4043600,561100,30945100
05-03-21,5261000,31251200,5724900,73060400,27043100,203586200,80089600,142194600,66323300,75135100,25517200,7947500,27284200,3659200,27606100,25517238,112874000,3182500,629400,19626600
05-04-21,4007500,35222400,8622900,54431800,29739300,186613400,78256800,99056600,59194300,137564700,25627400,8358600,69572300,4149700,36050800,25627447,83036100,4476600,720400,32756100
05-05-21,1789200,27608700,3468400,18888200,21901900,168784200,24239100,60709800,42310200,84000900,21052700,6248000,27034800,3918000,27984800,21052738,75839600,3460500,691000,21901300
05-06-21,2942800,39586300,7009600,37305600,27784600,208738800,71656000,50180200,38661300,78128300,33695700,20234900,15059700,4862500,25632600,33695651,76029500,4353500,1416900,26491100
05-07-21,2934600,38245000,5591900,75594600,23469200,244781500,55551700,43889700,36954200,78973300,74836300,12541600,16022100,9112000,32022900,74836278,64666700,1818600,810700,27032900
05-10-21,4806700,41015300,5755100,56138800,31392400,143665800,92293900,38733300,45134500,88071200,30296100,26616400,11944800,6634200,32570000,30296086,63074100,2482900,1388700,29299900
05-11-21,4684600,49601000,8230200,48344900,46503900,199665000,113418900,39917800,51008200,126142800,28098200,25223400,14959200,5876600,37417800,28098167,56823100,3714900,1619000,33641600
05-12-21,2731500,54423500,7447300,44321400,33823600,195802100,75993700,33784100,42531400,112172300,19927800,10392800,9459100,4124600,34605300,19927846,48916500,3089000,2613900,36684400
05-13-21,8873500,296525000,13669500,34768600,44184900,224885400,113686700,127057300,48646800,105861300,25921400,16019900,10509900,5928000,35238700,25921399,89136300,4135500,883300,29624300
05-14-21,4293500,207589900,9579300,24306400,33370900,189025100,80214300,69388300,38355800,81918000,22006000,9934200,12578400,5270500,39182500,22005989,64937700,3877100,955400,23901100
05-17-21,7462100,158933100,5199900,21961100,32390400,183934100,64020000,52981600,40779200,74244600,24051200,11687100,10314600,4676400,40716100,24051227,113458900,2777300,838400,24970200
05-18-21,7738700,172488400,7234400,43302500,36830600,165308800,64929500,67822000,31982500,63342900,18873800,13776300,11451600,4715200,38662400,18873762,83998300,3874300,817000,20168000
05-19-21,4825900,89024100,5238500,27387100,39578400,150498700,68799800,49002400,73966200,92612000,15473600,7678000,8291900,4257900,34558200,15473553,68401300,2237600,5574700,25739800
05-20-21,2478200,61419700,4089300,49555700,30821100,178556900,48991700,25648000,49135000,76857100,16572200,9453100,5723000,5290000,33606500,16572209,57041500,4646400,2227900,21800700
05-21-21,3654700,53937700,5029000,38946200,26030600,195006800,49568800,29913800,40201100,79295400,15448100,5886400,5106100,4208800,26246500,15448139,78053700,2722400,1455400,21863100
05-24-21,4664300,113319200,4336500,20700400,34558100,133253300,67244400,37695700,33194300,63092900,15548100,5781800,7548400,3630700,26159300,15548113,160435500,1939500,1004000,21411500
05-25-21,14887500,213644100,7590900,26384100,28005900,204065600,76628000,65808300,47353100,72009500,33255500,5942300,14039900,4703100,50630500,33255535,167457800,3333500,1229400,17704300
05-26-21,21119900,379064100,26504900,46709100,28639300,450701300,55929000,73078900,30354000,56575900,23650200,12016200,20658000,5280900,29812700,23650197,93845800,7847100,736800,17771600
05-27-21,15526300,705545700,45662100,52034900,26370600,419730100,53064400,75946500,35883200,94625600,28424000,11335900,13821800,7756500,36389500,28424031,84039200,9711200,991900,24426200
05-28-21,11751400,660623600,116292700,68837800,22737000,622615300,58236000,279869800,40952700,71311100,65329400,14415600,28260000,5613100,30594400,65329417,13429600,13567700,525900,18270200
06-01-21,9625600,508694600,87552400,29907300,18084900,302576400,101544100,79732800,43433000,67637100,23584600,6914300,20135700,5255400,36502400,23584552,9017800,6645700,1206200,23213300
06-02-21,16019200,766462500,346138300,122532600,23302800,404502600,66383500,450785800,35203200,59278900,47991300,33901500,30271600,6936300,57686200,47991281,9880700,109871300,2058500,19406700
06-03-21,8000000,598142200,536739400,100445400,30111900,893646700,62437200,415366000,29812000,76229200,84607700,156013200,12714800,30286100,38254900,84607723,26661900,39101700,1635100,25307700
06-04-21,3626600,337710100,173013500,31582700,24002100,371758500,40920800,219798800,26387800,75169300,35656800,43627400,50158800,33096800,28899300,35885836,11616900,12079000,1052000,25281100
06-07-21,6051500,349094900,197778200,46400100,22543700,259028200,53261300,184968900,29006800,71057600,34434700,37886700,31235000,28229900,21173200,34434728,5608800,12690800,1391100,23079200
06-08-21,17439100,214490300,162544200,48799900,26053400,178514400,50332300,148065200,26956600,74403800,30400300,72754500,18307800,44361300,26105600,30400294,5634000,15189100,694900,22455000
06-09-21,13429300,150361300,103503100,45972000,16584600,272385300,36364000,77628000,28454600,56877900,85875600,75171600,7238900,157154800,20289000,85875597,8594300,6918900,545300,17937600
06-10-21,22980200,224860600,68611400,26553200,23919600,188437800,34757300,80467800,28606400,71186400,33839100,25260900,39214800,59988500,28988300,33839094,4935200,6513300,569800,24563600
06-11-21,15580800,218006600,56132800,20367500,16205300,81500200,85733900,65293500,24310900,53522400,22581700,23247500,8668800,19070200,24368000,22581740,4264400,3396500,566600,18999700
06-14-21,7132600,301467300,47532000,18049500,20424000,91621400,65288400,55414000,27830200,96906500,27324700,21034900,10542500,61394100,22613100,27324654,4282800,4497000,1358500,19150500
06-15-21,7301900,285582100,39804700,28954100,17764100,93169700,44755600,46264000,26194300,62746300,28584300,16119900,5700200,35056300,19062200,28584328,6444900,4240700,1229000,18038900
06-16-21,5564800,166450700,44085000,27315300,22144100,162260700,47381500,48579200,29598300,91815000,22690500,38396500,5607100,20241800,20296900,22690468,5078000,4271500,2349600,27220000
06-17-21,4608600,303576000,43188000,21979300,22701400,92439700,64895500,41875400,77822800,96721700,20519700,15747300,4729500,31005000,32879100,20335401,4283400,3494400,2697300,27565500
06-18-21,4307500,242896900,38276400,32537500,24528400,120766400,90697900,42619600,58697600,108787300,19020200,23129500,8847200,103565200,27926100,18322807,6321700,8865100,2155900,37090600
