,DOGE-USD,XRP-USD,BTC-USD,ETC-USD,XLM-USD,ADA-USD,DASH-USD,TRX-USD,ETH-USD,BNB-USD,LTC-USD,BCH-USD,EOS-USD,NEO-USD,USDT-USD,XMR-USD,MIOTA-USD,XTZ-USD,XEM-USD
06-20-20,0.0024470000062137842,0.18846799433231354,9330.9267578125,6.250079154968262,0.06983000040054321,0.07931800186634064,70.91961669921875,0.01593399979174137,229.2161407470703,16.038354873657227,43.337345123291016,231.6234130859375,2.5208001136779785,10.265907287597656,0.9986810088157654,63.93501281738281,0.21752800047397614,2.6092689037323,0.04464799910783768
06-21-20,0.0024470000062137842,0.18566499650478363,9300.9150390625,6.220862865447998,0.06875500082969666,0.07847200334072113,70.37163543701172,0.015838000923395157,229.0033721923828,15.998519897460938,43.1092529296875,231.23023986816406,2.515963077545166,10.305191040039062,1.00177800655365,64.58181762695312,0.2179259955883026,2.5880990028381348,0.044454000890254974
06-22-20,0.0024739999789744616,0.1892949938774109,9644.076171875,6.3593058586120605,0.07188999652862549,0.08341199904680252,72.26473236083984,0.016328999772667885,242.53701782226562,16.468677520751953,44.19498825073242,239.87808227539062,2.560638904571533,10.77816104888916,0.9983720183372498,65.9439926147461,0.2312300056219101,2.6734619140625,0.04537900164723396
06-23-20,0.002483000047504902,0.18870000541210175,9632.1494140625,6.390049934387207,0.07129299640655518,0.08299200236797333,74.29364013671875,0.016530999913811684,244.18592834472656,16.43466567993164,44.188140869140625,241.05221557617188,2.576046943664551,10.953316688537598,1.0028109550476074,66.98104095458984,0.22918300330638885,2.7854690551757812,0.045563001185655594
06-24-20,0.0024300001095980406,0.1840759962797165,9314.126953125,6.222476005554199,0.06931699812412262,0.08261600136756897,72.5447769165039,0.015962999314069748,235.70285034179688,16.022674560546875,42.86283493041992,233.09848022460938,2.493828058242798,10.493666648864746,1.0002349615097046,64.916015625,0.22073400020599365,2.626910924911499,0.04304900020360947
06-25-20,0.0024170000106096268,0.18347199261188507,9260.9951171875,6.155693054199219,0.06785299628973007,0.08173199743032455,71.36510467529297,0.015924999490380287,232.8774871826172,15.916715621948242,42.56430435180664,233.01144409179688,2.4795138835906982,10.347431182861328,1.0003420114517212,64.35082244873047,0.22039300203323364,2.580065965652466,0.04257600009441376
06-26-20,0.0023590000346302986,0.1830960065126419,9167.82421875,6.038817882537842,0.06708700209856033,0.08055800199508667,70.84397888183594,0.01583999954164028,229.63148498535156,15.750968933105469,43.280906677246094,229.8044891357422,2.472421884536743,10.193453788757324,0.9989489912986755,63.966739654541016,0.21475599706172943,2.4808170795440674,0.04191400110721588
06-27-20,0.0023129999171942472,0.17687200009822845,9048.4609375,5.6125168800354,0.06318899989128113,0.07767900079488754,67.27971649169922,0.015513000078499317,222.91448974609375,15.185254096984863,41.55556106567383,219.01123046875,2.3496510982513428,9.746614456176758,1.0039290189743042,62.33565902709961,0.20392900705337524,2.328073024749756,0.04086599871516228
06-28-20,0.002326000016182661,0.17764799296855927,9140.029296875,5.758150100708008,0.06446699798107147,0.08039200305938721,68.0681381225586,0.01581599935889244,225.36143493652344,15.412210464477539,41.42753219604492,222.71795654296875,2.360456943511963,10.07334041595459,1.001613974571228,63.43699645996094,0.20919300615787506,2.370544910430908,0.041179999709129333
06-29-20,0.0023109999019652605,0.17770099639892578,9185.5810546875,5.826785087585449,0.06507600098848343,0.0838479995727539,68.85029602050781,0.016194000840187073,227.9684295654297,15.494697570800781,41.74396514892578,224.92193603515625,2.372704029083252,10.205179214477539,1.0014280080795288,64.16802215576172,0.21456600725650787,2.4144248962402344,0.04263399913907051
06-30-20,0.002319999970495701,0.1757500022649765,9145.9853515625,5.732371807098389,0.0671050027012825,0.08311200141906738,68.21186065673828,0.016371000558137894,226.13458251953125,15.409456253051758,41.43354034423828,222.5667266845703,2.356900930404663,10.043599128723145,0.999646008014679,63.538814544677734,0.22596700489521027,2.360610008239746,0.04261799901723862
07-01-20,0.0023300000466406345,0.177155002951622,9231.1396484375,5.7193379402160645,0.06852500140666962,0.09689699858427048,68.38935852050781,0.016865000128746033,231.28890991210938,15.82076644897461,41.736717224121094,223.77761840820312,2.371177911758423,10.153359413146973,1.0009549856185913,64.58267211914062,0.23047299683094025,2.4007439613342285,0.04396900162100792
07-02-20,0.0023610000498592854,0.177265003323555,9124.8427734375,5.713575839996338,0.0684100016951561,0.09431800246238708,67.4998550415039,0.01668900065124035,229.31895446777344,15.534173965454102,41.47185516357422,222.28347778320312,2.3849709033966064,10.058255195617676,1.0157129764556885,65.8435287475586,0.23169000446796417,2.357701063156128,0.04333199933171272
07-03-20,0.002314999932423234,0.1762620061635971,9084.2333984375,5.651195049285889,0.06723400205373764,0.09665200114250183,66.53265380859375,0.016644999384880066,225.28848266601562,15.28705883026123,41.17314910888672,221.3977813720703,2.418773889541626,9.802947998046875,0.9997559785842896,62.73271560668945,0.22525300085544586,2.28051495552063,0.04338600113987923
07-04-20,0.0023070001043379307,0.17791399359703064,9126.0908203125,5.695542812347412,0.06785400211811066,0.09996499866247177,67.5048828125,0.016808999702334404,228.9761962890625,15.552995681762695,42.022159576416016,224.64535522460938,2.4596359729766846,9.945084571838379,1.0002340078353882,64.03233337402344,0.2394610047340393,2.3226349353790283,0.043717000633478165
